scaf_smi,frag_size
*=*1**(=*)*2(***3****3*2)*1,15
**(=*)***(=*)**(*=*)*(*)(*)*,15
*1**2**3:*:*4:*(:*:*:3**2*1)***4,16
*=*1:*:*:*:*:*:1,7
*1***2=*(*1)**1*=***=*12,13
*=*1:*:*:*:*2:*:1*=****2,12
*=*1**2****2**=*1,11
*1**2**2*2(*1)***=*2,11
*1**2**1*13***4:*:*:*:*:*:4*21*3,16
***(*)(*)*(*)*,8
***(*)***(=*)*(*)*,11
*=*1**2:*:*3:*(:*:*:2*1=*)****3,15
*1*=***2*3**4*(*13)*24,11
*=*1**************1,16
**(=*)***(=*)*(**=*)**(*)=*,15
*1*=**2**3:*:*:*:*:*:3**12,13
*1**2**=**2**=*1,10
*=**12****1*(=*)*(:*:*):**2,14
*=*1***(=*)*=**1,9
*=*1**2*(****3***=*32)*1=*,15
*=*1******2**(=*)**2**1,15
*1**2**34****2(*1)*3**=**4,15
*=*1*=**2:*:*:*:*:2*1=*,11
*=*1**(=*)*2=*(****2)*1=*,13
*=*1*=**23**=**2**1*3,12
*=*1*2**=**2**2:*:*:*:*:*:21,14
**(*)(*)*****(*)(*)=*,12
*=*1(=*)****=**1,9
***(*)*****(*)=*,11
***(*)***=*,8
*:*1:*:*:*:*:1,6
*=*1***2=*1*1**1***2,12
*****(*)(=*)=**(=*)*(*)(*)*,14
*******(***)***,13
*****(=*)*****(=*)***=*,16
*1**=*2****=*2*1,10
*=*1**2*3****3**=*21,12
*=*1**2**3**(=*)*=*3**2*=*1,15
*=*1**(=*)*2=*1****=***2,14
*=*1:*:*:*2:*(=*):*(=*):*:*:*=2:*:1=*,14
*=*1***2:*:*:*3:*:*(=*):*:*:3:*:2**1,16
*=*1*=**(=*)*2=*1***1****=*12,16
*=*1:*:*:*:*2:*:*3:*:*:*:*:3:*:*:1:2,14
*=*1**(=*)*2**3=*(****3)**21,15
*1***2(*1)**1***2*1,11
*=*1******=*1,9
*=*1:*:*2:*:*:*:*:2:*:1,9
*1***2*(*1)****21****1,14
***(*)*(**(=*)*(*)**)*=*,14
*=*1***2*1***2(=*)=*,11
*=*1***2**(=*)*3:*:*:*:*:*:3*2=*1,16
**(*)*******=**(*)=*,14
**(=*)****(*)(*)*,10
*1=**2*=**=*2*=*1,9
*****(***)*****=*,14
**(=*)***(=*)**(*)(*)*,12
****(**(*)*)*(=*)=*,11
*1**2**=**2*=*1,9
*1*=*2*=**=*3*2*1=**1:*:*:*:*:*:13,16
*=*1**=**(=*)*12**2,10
*1*=**2*1*=**1*=**=**12,13
***(**(=*)=*)*=*,9
*.***.***,7
**1****1*,7
*****(**=*)*=*,10
*=*1:*:*:*:*2:*3:*(:*:*:1:2)****3,14
*1***2***(****3**3**1)*2,16
*=**1***2:*:*:*:*:*:2*1,12
*:***1:*:*:*:*2:*:*:*:*:1:2,12
*=*1***2:*:*:*:*:*:21,10
*1**2*3**4**(*3)**2(*1)*4,13
*=*1*=**2***3***(=*)*3=**2=*1,16
*1**2:*:*:*3:*4:*(:*:*:*(:*:2:4)*1)***3,16
*=*1:*:*2:*(:*3:*:*:*:*:*:1:3)**2,13
*=*1**2*=**(=*)*2*1,10
*=***:*:*:*:*,8
*=*1**=*2*(*1)*1:*:*:*:*:*:1**2=*,16
***(*)**(=*)**(*)*,11
*1*2:*:*:*:*:*:2*=**2:*:*:*:*:*:21,15
*=*1**2(****3:*:*:*:*:*:32)**=*1,16
***(=*)*******(=*)***=*,16
*=*1:*:*2:*:*:*:*:*:2:*2:*:1*=***2,15
**(**(=*)*(*)***(*)=*)*=*,14
*1**2**2*=*1,7
***(=*)*=****(*)=*,11
*1**2**=*3*4****4**=*3*2*1,16
*=*1*2:*:*:*:*:*:2*(=*)*2:*:*(=*):*:*:21,16
*=*1**2****(*2)*1=*,11
*=*1*=*2****=*2*1=*,11
***(=*)********(*)*,14
*=**(***#*)***#*,11
*1**2**3***4***(*2*1)*43,14
*1***2*(*1)***1****3**132,15
*=*1**:*(:*:*:*:*:*:*:*)*1=*,14
*=*1**2*****=****2*1,14
*=*1*=***2*1**=*1*2****1=*,16
*=*1***(=*)*2=****=*12,12
*=*1***(=*)(=*)*=*1,9
*=*1**2*3***=**3**1*21**1,15
***(*)*(*)(=*)=*,8
*****(=*)*(*)(*)**(=*)=*,13
*=*1********(=*)***1,14
**=*1*(=*)**2:*:*:*:*:*:21,12
*=*1*2******2*2:*:*:*:*:*:21,15
*=*1****2**3**3*21,11
*1***2=*(*1)***1=****(*1)*2,15
******(=*)=*,8
*=*1****=**=**2****2*1,15
***(=*)*(=*)**=*,9
*:*:*:*:**1****=*1,11
*=*1:*:*:*:*2:*:*3:*(:*:*:1:2)****3,15
*=*1(=*)**2(***3:*:*:*:*:*:32)*1,14
*1**2**(*1)*1:*:*:*:*:*:1*2,13
**1:*:*:*:*:*:1*:*:*,10
*1*=**2:*1:*:*1:*:*:*:*:*:2:1,12
*=*1:*:*:*:*2:*:*3:*(:*:*:1:2)*****3,16
***=**=*(*)**,9
*=*1**2*1*=**(=*)*2(=*)=*,12
*1**23****2(*1)**=**3,12
*1*2:*:*:*:*:*:2*=**2:*:*:*:*:21,14
*****(=*)**(**)**,12
*=*1**2:*:*(=*):*3:*:*:*:*:*:3:*:2*1,15
*=*1(=*)**2***1*2,9
*1**2:*(:*:*:*3:*:*:*:*:2:3)*=*1,13
**(=*)(=*)******(*)(=*)=*,13
*=*1***2(****3*****32)*1,15
**(*)*(=*)*(*)(*)*(=*)*(*)**(*)=*,16
*=*1:*:*:*:*2:*:1*=*1****1*2,14
*=*1*2*=**=*2*2:*:*:*:*:*:21,13
***1:*:*:*:*2:*:1****2,12
*=*1***2=**3*(**2*1)**(=*)*3=*,16
*1**2:*:*:*:*:2*2:*:*:*:*:21,12
*=*1***=*2*3*****3***12,15
**(**(=*)*(*)**(*)=*)*=*,13
*=*1**2*3*****2*1*3,12
*=*1*=**2***3**(=*)*(=*)*3**21,16
*=*1*=**(=*)*2=*1*=*1*****12,15
*=*1*=***2:*:*3:*:*:*:*:*:3:*:*:21,15
*=*1**2*=**(=*)**2*=*1,12
*=*1***(=*)*1=*1***=*1,12
*=*1:*:*(=*):*2:*(:*:1):*:*1:*:*:*:*(=*):*:1:2,16
***(*)**=*=*,8
*****(=*)*******=*,14
*=*1****2(*****2)*1,12
*=*1***=****2*=****21,14
*=*1**2=**3****3*2*2***=*21,16
****(**=*)*(*)=*,10
*=*1:*:*(:*):*(:*(=*):*):*:1,10
*=*1**2**3**1*2*1:*:*:*:*:*:13,15
****(=*)*=*(*)*=**=*(*)*=*,15
*1***2*(*1)***1***3***12*3,16
*=*1***(=*)*2:*:*:*:*:21,11
*=*1*****2=*1***2,11
***1****1**:*:*:*:*,13
*1**2**=**3***1**23,12
***1***2:*:*:*:*:*:2*1,12
*=*1***2:*:*3:*:*:*:*:3:*:*:21,13
*=*1*2****2**2***3**3**21,16
*=*1*2:*:*:*:*:*:2*2:*:*:*(=*):*:*:21,15
*1**2*3:*:*:*:*:*:3**23***13,14
***(=*)*(=*)(**)**,10
****=***1:*:*:*:*:*:1*(=*)=*,15
*1***2(**1)****2,10
*=*1**(=*)*2*1***1:*:*:*:*:12,14
*.********1****1,13
*=*1:*:*(=*):*2:*:1***2,10
*=*1**=****=****2**2*=*1,16
*1****2(**1)***1*****1*2,16
*1**2**(*1)*1*=***1*2,12
**(=*)**=*1*(=*)**2:*:*:*:*:*:21,15
*=*1*******=****1,13
*=*1:*:*:*:*2:*:1*=*1*****1*2,15
*=*1(=*)**#**=***=*=*1,12
**************(=*)=*,16
*****(=*)(=*)****=*,12
*1*=**2*=**1*1*=**=**21,13
*=*1**(=*)*2**3:*:*:*:*:*:3***21,16
**(*)*(*)(*)***=*,10
*=*1**2****3*****3*2=*1,15
*=*1**(=*)*2:*(:*:*:*3:*:*:*:*:2:3)*1,15
*=*1**2***3*=****3*2*1,14
*1***2=*(*1)***1=*2**=**1,14
*1**2**=**(*1)*2,9
********(*)**,11
*=*1**(=*)**2:*:*:*:*:*:2*1,13
****(=*)**(*)*(=*)**(*)(*)*,15
****(=*)(=*)*:*:*:*,10
*1***23**=**(**2*1)*3,12
***(*)***(*)(=*)**,11
*=*1**2*3*****2*3*1,12
**(*)(=*)*(*)(*)=*,8
*=*1:*:*2:*:*:*:*:*:2:*2:*:1***=*2,15
***(**(=*)*(*)**)*(*)=*,13
*********(=*)***(=*)**,16
*=*1*=**(=*)*2:*1:*:*:*:*:2=*,13
***(*)*********(*)*,15
*1***2(**1)***1(****=*1)*2,15
*=*=**#*,5
*=*1**(=*)*23**2**=**3=*1,13
*=*1**2:*:*3:*:*(=*):*:*(=*):*:3:*:2*1,15
*=*1***2*3**4***21*4*=*3,14
*1***2(**1)*1**1*1:*:*:*:*:*:12,15
*=*1*=*2***3**32*2:*:*:*:*:*:21,15
*=*1**(=*)(=*)*2*3***(**3)*21,14
**1:*:*:*:*:*:1*:*:*:*,11
*=*1(=*)****2:*1:*:*1:*:*:*:*:*:2:1,15
**********(=*)****,15
*=*1**2****2**1=*,11
*=*1**(=*)*2*3*=**(*4**43)*21,14
***1****1*:*:*:*,11
*=*1:*:*(=*):*2:*:1=***=2,10
*=*1**2(***2)*2(***2)*=*1,13
*=*1****2*=***21,10
*=*1*2**3:*:*:*:*:*:3*1**=*2,14
***(=*)*(*)**=**,10
**(*)*(*)*(*)=*,8
*=*1*=**2:*:*:*:*:*:21,10
**1(*=*)***1,7
*=*1:*:*(=*):*2:*:1***1****12,14
*1****2(**1)***1:*:*:*:*:*:12,15
****1:*:*:*2:*(:*:1)***2,12
**(=*)**(*)(*)=*,8
*=*1*2****1*1=*(*=***1)*2=*,15
*=*1*=***1=*1****1,11
*=*1*2**3*4*5*6**6***5*2*4*31,16
*=*1*=*2*(***3**32)**12**2,14
**(=*)**********#*,14
**(=*)*=*(*)*=**=*(*)*=*,13
*:*:*:*:*1:*:*:*:*:*:1,10
**(*)***(*)(*)=*,9
**(*(***(*)=*)*(*)=*)*(=*)=*,14
*1***2(*1)***1:*:*:*:*:*:1*=*2,15
*1**2:*:*:*:*:*:2*2(*1)**2,12
**(=*)********(*)=*,13
*=*1**2*****3***(=*21)*3,14
***1:*:*:*:*:1,7
*=*1***2**3:*:*:*:*:*:3**21,14
**(=*)***(=*)(=*)*(*)(*)*,12
*=*1*=**(=*)*(=*)*=*1,10
***(**)**(*)=*,9
*=*1*****2***(=*)*21,12
*1**2=*3***4*5**53***42*1,14
*1***2***2**=**1,11
*1***2(**1)***1(**2)**1,13
*=*1***2:*:*:*3:*4:*(:*:*:*1:*:2:4)**3,16
*=*1:*2:*(:*:*3:*:*:*:*:1:3)***=*2,14
*=*1(=*)****2:*:*3:*:*:*:*3:*:*:21,15
*=*1**2****2*(=*)(=*)*1,12
**(*(*)=*)*(=*)=*,8
*=*1********=*1,11
**=*(*)*(*)=*,7
******(=*)*(*)(*)*,11
***(*)(*)**(=*)*(**=*)*(*)*,15
*=*1***2****3**(=*)*1*23,14
****#*,5
**(*)(*)***=*,8
*:*:*1:*:*:*:*:*:1:*,9
*=*1**(=*)*2(****(=*)*2)*(=*)*1,15
*=*1**2****2*=**1=*,12
*1***(=*2***2)**1,10
*1**2**1***1:*:*:*:*:*:1*2,14
**(=*)(=*)*:*,6
*=*1**(=*)(=*)**=**2:*:*:*:*:*:21,15
*1***23****(**2)*3*1,12
*=*1*2***(**2)*12**2,11
****(=*)*=*(*)**,10
*1**2=*(**=**2)*=*1,10
*=*1**2(*1)*(=*)**(=*)*1:*:*:*:*:*:12,16
****(=*)*:*:*:*,9
*1**2**=***2*1,9
*1=**=*=*1,5
*=**=*1***(=*)*1,9
**(=*)**(*=*)*(=*)***(*)(*)*,15
*=*1(=*)**2(***3:*:*:*:*:*:3*2)*=*1,16
*1*=**2**3:*:*:*:*:*:3*=*12,13
*=*1**2***3:*:*:*:*:*:3*(=*)*2*1,16
*****(=*)(=*)***(*)(*)*,13
****(*)*(=*)*(*)*,10
*=*1**(=*)*2:*1:*:*(=*):*1:*:2****1,16
*=*1***=**2:*1:*:*:*1:*:*:*:*:*:2:1,16
****=**1:*:*:*:*:*:1,11
**(*)**(=*)***(*)(*)*(*)=*,14
*=*1***2*=**=**2=*1,11
*1***=****=***=***1,14
*=*1**(=*)*2:*:*:*:*:*:2*2**=**21,16
*=*1***2***(=*)*2=*1,11
**(=*)*****(*)(*)*,11
*1****2(**1)**2,9
*=*1*2****1*1=*(****1)*2=*,15
*=*1****12****1*=****12,15
****(*)(=*)**(*)(*)=*,11
*1***2*(*1)***13**21***1**13,16
***(*)*,5
*=*1*=*2*=*3****3*2*1=*,13
*=*1**2**1=*****1:*:*:*(:*:1)*2,16
*****(=*)*(*)***(=*)**,14
*=*1*=***2**21,8
*1**2**=***2*=*1,10
*1*2**1*2,5
**(*)********(*)=*,13
*=*1:*:*:*2:*3:*(:*:*:2:*:1)*****3,15
*=*1**2:*:*:*3:*:*:*(=*):*:*:3:*:2*1=*,16
*=*1**=**12**1:*:*:*:*:*:1*2,14
*1*2*=**2*2:*:*:*:*:*:21,11
*=*1*=**2=*(**3*4**4**32)*1=*,15
*=*1********2***(**1)*2,16
*=*1**(=*)*2=**(=*)***2=*1,13
****(=*)*(*)=*(*)*(*)=*,12
*=*1**2*=*3*****3**2=*1,14
*=*1**2*=**3:*:*:*:*:*:3*2=*1,14
****(**(=*)*(*)***)*=*,14
*:*:*:*:*(:*):*(:*:*):*:*,11
*=*1:*:*:*:*2:*:1*1******1*2,15
*1***2(**1)**=**2,10
*=*1(=*)***2***3:*:*:*:*1:*:32,14
*=*1(=*)*=**2*(=*1)**1:*:*:*:*:*:12,15
*1***2*=**3**=***3*2**1,15
*1**2*(***3**=**32)**=*1,14
**(**(=*)**=*)*(*)=*,11
*1***2*(*1)*=**1=*****21,14
*********(*)*=*,12
*=*1***2(*****2)*1,11
*=*1:*:*:*2:*3:*(:*:*:*:1:3)*=**2,13
*=*1*2=***=**2**2:*:*:*:*:*:21,15
*=*1:*:*(=*):*2:*:*(=*):*:*:2:*:1,12
*1**2*=**3*=**=*(*1)*23,12
*=*1**(=*)*2*1*1*=**2*12**2,14
***(=*)(**(*)(*)=*)**(*)(*)=*,14
*=*1:*:*2:*(:*:1)**1*****1*2,14
*=*1****2:*(:*:*:*3:*:*:*:*:*:2:3)*1,16
*=*1*=**(=*)*2:*:*:*:*:21,11
*=*1****2*(**=**1)**(=*)*2=*,16
*=*1*****2***(=*)*2*1,13
**(*)****=***=*,11
*.*:*:*:*:*:*,7
*****(=*)***(=*)*(*)*,13
*=*1**2***3***(=*)*=*3*2*=*1,16
*1***2=*(*1)**1=*(***1)*2,13
*****(*)*(=*)*#**,11
*=*1:*:*:*2:*:*:*:*:1:2,9
*1***2(**1)*****1:*:*:*:*:*:12,16
*1***2=**3(****3)***2*1,14
*=***(*****(**=*)*=*)*=*,16
**(*)*(=*)*(*)=*,8
*=*1****2:*1:*:*1:*:2***1,13
*=*1**2=**3:*:*:*:*:*:3**2*12**2,16
*=*1**2=*****2*2*****21,15
*=**:*:*:*:*,7
**(*)**(*)(=*)=*,8
*1*2**2*2**2*2**12,10
*=*1**2****1***2,11
*=*1*=*2:*:*:*:*:*:2=*2****=*12,15
**********(*)*(*)=*,14
******(=*)***#*,11
*=*1**2:*:*:*:*:*:2**2:*:*:*:*:21,15
**(*)****(=*)**(=*)=*,12
*=*1:*:*:*:*2:*:1:*:*1:*:*:*:*:1:2,13
***(*)*(**(=*)**)*(*)=*,13
*=*1**2=*(*=*1)*1=**(=*)*=**1**2,16
***(=*)**(*****=*)*(*)=*,15
*=*1**(=*)*(=*)*2****21,12
**(**(=*)*=*)*=*,9
*=*1**2**3**3**2*1=*,12
*=*1:*:*:*2:*:1*=***2,10
*1***=*2****2*2(**1)****2,16
****(=*)***(=*)***(*)=*,14
****(=*)*(**)***#*,12
*=*1****(=*)(=*)*2:*:*:*:*:*:21,14
*=*1**2=**3*(**4**43)**2=*1,14
*.***(=*)*1**1,8
*=*1**=**12*=***1:*:*:*:*:*:12,15
*=*1***2=*(***(=*)*2)*1,12
*=*1**2**(=*)*3*****3*2*=*1,16
*=*1**2(*****2)*2****21,14
*=*1*2:*:*:*:*:*:2**12***=*2,14
*=*1*=****=****=*1,12
***(*)****(*)*(*)=*,12
*1**2:*:*3:*:*4:*(:*:3:*:*:2*1)***4,15
*=*1*2*****2*2:*:*:*:*:*:21,14
*=*1**2***3****3**2*1=*,15
*1***2:*(:*:*:*3:*:2****3)*1,14
*=*1****2***=***21,12
*=*1*=*2****2*1=*,10
*=*1***2=***=**2*1,11
*=***1***2:*:*:*:*:2*1,12
*=*1**2*****2*2=*1***2,14
**(=*)*(**=*)=***=*,11
*=*1****12****1:*:*:*:*:*:12,15
**(****(*)(*)*)**=*,12
**(*)(*)*(**=*)*=*,10
***(=*)**(*)*(*)*,10
*=*1:*:*2:*:*3:*(:*:*2:*(=*):*:1)****3,16
*=*1*2*=***2*2:*:*:*:*:*:21,13
**(=*)(=*)****=*,9
*=***1**:*(:*:*:*)*=*1,12
*=*1**=*2**3=*(**12)*(=*)***3,15
***(*)**(*)=*,8
*=*1:*:*2:*:*:*:*:*:2:*:*:1=*,12
*=*1:*:*:*2:*:*:*:*3:*:2:*:1***3,14
*=*1**=*2*1=****1:*:*:*:*:*:12,15
*=*1***=*2**=**=*12,11
*=*1(=*)*****2:*:*:*:*:*:2*1,14
*****(*)=**(*)(=*)=*,11
*=*1**2**3**=***31*2,12
*=*1****2*3:*(:*:*:*:*:31)**2(=*)=*,16
*=*1:*:*:*(=*2***3****32):*:*:1,15
***1=**(=*)*2:*:*:*:*:*:2*1,13
*=*1**2***3*(**2*1)**1**13,15
****(=*)*(**)**=*,11
**(=*)*****(=*)*=*,11
*1**2**=***2*2(*1)**2,12
***(**)*(**(*)(*)*)*=*,13
*=*1**(=*)*2*3*1***3*(=*)**2=*,16
*1*2**3:*:*:*:*:*:3*1*1=*2**=**1,16
*=*1*2:*:*:*:*:*:2****12***=*2,16
*****(**(=*)*(*)(*)*)*(*)=*,15
*=****1(*:*:*:*:*)*****1,15
***(**(*)=*)*(=*)**(*)*(*)=*,15
*=*1***23****2***1*3,13
*=*1***2(=**=**=*2)**1,12
*=*(:*:*):*:*:*:*:*,9
***(=*)(=*)*(*)*,8
*1***2*=***2=**1,10
**(*)(*=*)*=*,7
*=*1****2=*1******2,13
**=**=**=**,8
*1***2***(*1)**2,10
*=*1***2**3**3**21,11
*=*1**(=*)*2:*:*3:*:*:*:*:3:*:2*1,14
*1******2:*:*:*:*:*:2****1,16
*=*:*:*:*,5
*=*1***2*3**(*=*3)*2**1,13
*=*1**2=*(**3****2*3)*=*1,14
*=*1*2:*:*:*:*:*:2**2:*:*:*:*:21,14
**(*)(=*)****(=*)=*,10
*1**2**1**=*2,8
*=*1**2***3*****3*2=*1,14
*****(*)*(=*)***(*)**,14
*=*1***2:*:*:*3:*:*:*:*1:*:2:3,13
*=*1***2=***3:*:*:*:*:*:3**12,15
*1**2:*:*:*:*:*:2*=**2:*:*:*:*:*:21,16
**(*)*(=*)*(*)(*)**=*,11
*=*1:*:*:*:*2:*:*3:*:*:*:*:*:3:*:*:12,15
*1***2*(*1)***1**3(***12)**3,16
**1:*:*:*:*:1*=*,8
**********(**)**,14
*=*1**2**3=****3****2=*1,15
*1**2**1*=*2,7
***(*)(=*)**(*)=*,9
*=*1*2**3***1*31**=**(=*)*1=*2,16
*=*1:*:*:*:*2:*:*:*:*:*:1:2,11
*=*1*2***(**2)*12*****2,14
****(=*)*#*,7
*=***(:*):*(:*)*1:*:*:*:*:*:1,13
*=****=**=*,8
*******(=*)*(*)*,11
***(=*)(=*)*(*)*(*)*,10
*=*1***(=*)*2=****12,11
***(*)*=*,6
***(=*)*(*)*(*)*(=*)**,12
*1***=**1,6
*=*1*2*****2**12*****2,15
**(*)=**(=*)*=*(*)*,10
*=*1**2:*:*:*:*:*:2*12****=**2,16
*:*1:*:*:*:*:*:1,7
*=*1*=***2*****21,11
*=*1***2:*:*3:*:*:*:*:*:3:*:*:2*1,15
*=*12****1***2,9
*1**=*2***3(**3)**2*1,12
*=***=*1*****1,10
**(****=*)**=*,10
*=*1**2*3*=****3***2=*1,14
**=***(=*)**(*)=*,10
*=*:*:*:*:*=*,7
****(=*)(=*)**,8
*=*1*****2:*:*:*3:*:*:*:*:*:3:*:21,16
*1***23****2*3*1,10
*=*1****2**(=*)*(=*)**21,13
*=*1***2=*1***=*2,10
*=*1**2***3****34**4*2*1=*,16
*=*1*****2:*:*3:*(:*:21)****3,15
****1:*:*:*:*(:*:*):*:1,11
*=*1****=***2****2*1,14
*1***2****(*1)*2,10
*****(****)****,13
*=*1(=*)****2****2*1,12
*=*1***2:*:*(=*):*:*:*:21,11
**(*)(*)*#**=*,8
*1***2*(*1)***13**1*1**1**23,16
*1***(=*2*3**4**(*3)**2*4)**1,16
*1***2=*(*1)****2,10
******=**=**(*)=*,12
*=*1*=***12*****2,11
*1***2:*:*:*3:*:*:*:*:*:3:*:2**1,15
*=*1**2:*:*:*:*:*:2*2***21,13
****(*)*(=*)*=*,9
*=*1**2**3*=**=**3**2=*1,14
**(=*)*(***(=*)**(*)(*)*)**=*,16
****=**=***,9
*=*1*=**2**3:*:*:*:*:*:3*(=*)*2=*1,16
*=*1***2:*1:*:*:*1:*:2*(=*)*2**2*1,16
****(=*)*(*)(*)**=*,11
*=*1:*:*2:*:*:*:*:*2:*:1,10
*=*1:*:*(=*):*2:*(=*):*3:*:*:*:*:3:*:*:2:*:1,16
*1***23*****2(*1)*3,11
**(=*)***********=*,15
*=***1***2**(=*)**2*1,13
**(:*):*:*,5
*=*1**=**2:*(:*:*3:*:2****3)*1,15
**(*****=*)*****(=*)*=*,16
*1***2*(*1)***1**=**=*12,14
*1:*:*2:*:*3:*:*:*:*:*:3:*2:*:1,12
******(=*)**(*)=*,11
***1**(*)***1*,10
**#****(=*)*=**=*,11
*=*1****2:*:*:*:*3:*:*:*(:*:2:3)**1,16
*=*1**(=*2*3*****3=**2=*)*=*1,16
*=*1*2*=**=**2**2:*:*:*:*:*:21,15
*=*1**(=*)*23**4***(**2=*1)*3*4,16
*=*1**2*(=*1)**(=*)*1:*:*:*:*:*:12,15
*=*1**(=*)(=*)***2*****21,14
*=*1***2*3****3**=*2*1,14
*=*1**2*=********2*1=*,15
************(*)(*)*,15
**(*)*(*)****=*,10
*1**2**=*3***3*2*1,11
*=*1*=**2****3**321,11
***=*(*)*=**(*)=*1*(=*)***1=*,16
*=*1(=*)**2****2*2:*:*:*:*:*:21,15
**(=*)*(**=*)=***(=*)**#*,14
******:*:*,8
*=*1*2:*:*:*:*:*:2*(=*)*12**=**2,15
*=*1***2*3***(=*)*3**=*2*1,15
*.*.***(*)*(*)***=*,12
***(*)**(*)(*)=*,9
***1**2:*:*:*:*(=*):*:2*1,12
*=*1*****12****=*2,12
*****(**(=*)***=*)*(*)=*,15
*1*2*1*1:*:*:*:*:*:1**1:*:*:*:*:*:12,16
**(*)***(=*)*#*,9
*=*1**2***3***2(*3)*=*1,13
**(**(=*)******(*)=*)*(*)=*,16
**(*)**(*(*)*)*(*)=*,11
****=**=**=**(*)=*,12
*=*1*=****2****21,11
***(*)*****(*)*,11
*=*1**2:*:*:*:*:*:2*2(**=**2=*)*1,16
****(=*)*=**(=*)***,12
*=*1*****(=*)***(=*)***1,15
************=*(*)*,15
*****(*)*****=*,12
****(=*)**(=*)=*,9
*=*1***2***=*(*2)*2*****21,16
**#**#*,5
*=*1***2:*:*3:*(:*:*:2*1=*)***3,15
*=*1***2****2*=*1,11
*=*1****2***3****3*21,14
***(=*)*(*)(**)*(*)(=*)=*,12
***(**=*)*(*)=*,9
****(=*)******(*)=*,13
*=*1**2**1*=*2,8
*=*1**2***3***=*3**2*1=*,15
*=*1***2*****2=*1,11
**(**(*)=*)*(*)(*)*(*)=*,12
*=*1**2**3**(*1)*2*1:*:*:*:*:*:13,16
**(*)*(=*)**(*)*(=*)=*,11
*.*=*(:*:*):*:*:*:*,9
*****(=*)*(*)**(*)=*,12
*=*1*********2:*:*:*:*:*:21,16
*=**#**#*,6
*1**2*(***3**32)*=**2**1*=*2,16
***(=*)*(*)**(=*)**(*)(*)*,14
*=*1****2:*:*3:*:*:*:*:*:3:*:21,14
**(*=*)=**=*,7
**=**=*(*)*,7
*=*1***2=****2*1=*,11
**=**(=*)**(*)(*)*,10
*=*1****(=*)*2:*:*:*:*:*:2*1,14
*=*****(****=*)****=*,16
*1**2*=***2*=*1,9
*=*1****2*3***=**3***21,15
*1*=**=*2**3:*:*:*:*:*:3*=*12,14
*1**=**(**2***=*2)*1,12
*1*=**2*=**3:*:*:*:*:*:3*12,13
**(*)**(=*)*(=*)*(*)*,11
*******(=*)**,10
*=*1**2:*:*:*:*3:*:*:*:*1:*:2:3,13
*=*1*2=*(***2)**2:*:*:*:*:*:21,14
*=*1*=**2*=**=**2*1=*,12
*=*1**2***3****=*3*2*=*1,15
*=*1*:***2:*:*:*:*:*:21,11
*1**=*****2:*:*:*(:*:2)**=**1,16
*1*=**2:*:*:*3:*:*:*:*:*:3:*:21,13
*1:*:*:*:*:*:1,6
*=*1**2**=***2=*1,10
*=*1**2:*:*(=*):*:*(=*):*:2*1,12
**=**=**,6
**(*)**(*)**#*,9
*=*1******(=*)****1,13
****(*)*(=*)(**)*(*)***,14
*=*(:*):*1:*:*:*:*:*:1:*:*:*:*:*,14
*=*1**2:*:*:*3:*(:*:2*1)*****3,15
*=*1**=**(=*)*2*=***21,12
*=*1**2:*:*:*:*:*:2*2**1**2=*,15
*=*1****2***3=****(**21)*3,16
*=*1***2=***3*****3*12,14
**=*1:*:*:*:*2:*:*:*:*:*:1:2,12
**(=*)*(***(=*)**(=*)=*)**=*,15
*=*1**23*****2****3=*1,14
*=*1***2:*:*:*:*:21,9
****(***)*(=*)**,11
***(=*)**(*)*(=*)**,11
******(*)(*)*(*)(*)*,12
**(*)*=*(*=*)*#*,9
*1***2(**1)**=**1=*2****1,15
*=*1**2*3****2**1*3,12
*=*1**2(*****2)**2=*1****2,16
*1***2(**1)*****2,11
*1***2=**=**2*1,9
**=**=**=**=**=**=*,13
*1**2**2***=**2**2***=*1,16
*1***2=*(*1)***1:*:*:*:*:12,13
*=*(=*)****(=*)=*,9
*1*2:*:*:*:*:*:2*2:*:*:*3:*:*:*:*:3:*:21,16
******(=*)*(*)*(*)*=*,13
**(*)**(*)*(=*)**(*)(*)*,13
*=*1****2*1**1:*:*:*:*:1*2=*,15
*=*1***2*3****3**(=*)*2*1,15
*=**=*,4
*=*1****2=*1*1*****1*2,14
***(=*)*(*****(*)=*)**=*,15
**(*)*****(=*)**(=*)=*,13
*=*1(=*)****2**3:*:*:*:*:3**21,15
*=*1***2*3**3*3**3*2=*1,13
**(****=*)*(*)=*,10
*1**=****2****2*=**1,14
*=*1*2****23**2****21*3,14
***(*)=*(**)*(*)=*,10
***(*)(*(*)=*)*(*)(=*)=*,11
*1*2**3:*:*:*:*:3**12,10
*=*1:*:*:*2:*:*:*:*3:*:2:*:1**3,13
*=*1**2***(=*)*2*2:*:*:*:*:*:2*1,16
*=*1:*:*2:*:*3:*:*(=*):*:*:3:*:*:2:*:1,14
**=*1***=**1,8
********(*)(*)*,11
*1**2*3***4(****4*2*1)**3,15
*=*1***2=*(*1)*1:*:*:*:*:*:1*2=*,15
*=*1*2****=*2**12*****2,15
*1***2(*1)****1**=***12,14
*=*1*=**2*3***4**4*3**=**21,16
**=*(*(*)=*)*(*)=*,9
*=*1***2=*****2*1,11
*=*1**2*3**4:*:*:*:*:*:4*2**31,15
*:*:*:*1:*****1,9
*=**(=*)*1***=*1,9
